72:72:0.0:b'password#STA:TxTest;TM:1556949025;DISK:7194608.43;PPT:59.6;SQ:16.NET:1#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557205936;DISK:7175640.43;PPT:58.5;SQ:14.;NET:23#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557205957;NET:33#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557205987;DISK:7175620.43;PPT:60.1;SQ:15.;NET:43#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557206009;DISK:7175616.43;PPT:59.1;SQ:15.;NET:14#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557206037;DISK:7175612.43;PPT:60.1;SQ:13.;NET:31#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557206065;DISK:7175604.43;PPT:58.5;SQ:15.;NET:34#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557206095;DISK:7175600.43;PPT:60.1;SQ:15.;NET:44#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557206117;DISK:7175584.43;PPT:58.5;SQ:14.;NET:12#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557206145;NET:22#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557206166;DISK:7175576.43;PPT:59.1;SQ:15.;NET:32#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557206196;DISK:7175564.43;PPT:60.7;SQ:16.;NET:35#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557206224;DISK:7175556.43;PPT:59.1;SQ:16.;NET:13#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557206255;DISK:7175544.43;PPT:60.1;SQ:15.;NET:33#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557206285;DISK:7175540.43;PPT:60.1;SQ:16.;NET:43#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557206307;DISK:7175528.43;PPT:57.5;SQ:15.;NET:26#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557206327;NET:36#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557206359;DISK:7175516.43;PPT:59.1;SQ:15.;NET:17#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557206359;SQ:14.;NET:27#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557206408;DISK:7175504.43;PPT:58.;SQ:16.;NET:44#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557206430;DISK:7175496.43;PPT:58.;SQ:16.;NET:47#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557206472;DISK:7175480.43;PPT:65.5;NET:7#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557206472;DISK:7175480.43;PPT:65.5;NET:7#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557206497;DISK:7175468.43;PPT:61.8;SQ:14.;NET:1#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557206525;DISK:7175456.43;PPT:59.1;SQ:16.;NET:1#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557206525;DISK:7175456.43;PPT:59.1;SQ:16.;NET:2#\n'
48:48:0.0:b'password#STA:TxTest;TM:1557206552;SQ:16.;NET:3#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557206598;DISK:7175436.43;PPT:60.1;SQ:15.;NET:4#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557206619;DISK:7175428.43;PPT:59.6;SQ:15.;NET:10#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557206648;NET:20#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557206669;DISK:7175408.43;PPT:60.1;SQ:15.;NET:30#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557206697;DISK:7175404.43;PPT:60.1;SQ:14.;NET:20#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557206718;NET:30#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557206748;DISK:7175384.43;PPT:60.1;SQ:16.;NET:11#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557206775;DISK:7175376.43;PPT:60.1;SQ:16.;NET:21#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557206796;DISK:7175368.43;PPT:58.5;SQ:16.;NET:21#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557206817;NET:31#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557206847;DISK:7175356.43;PPT:60.1;SQ:15.;NET:41#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557206867;NET:12#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557206897;DISK:7175344.43;PPT:59.1;SQ:15.;NET:22#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557206918;DISK:7175340.43;PPT:59.1;SQ:15.;NET:32#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557206948;DISK:7175328.43;PPT:58.5;SQ:14.;NET:42#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557206970;DISK:7175324.43;PPT:59.6;SQ:16.;NET:13#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557206997;SQ:16.;NET:23#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557207018;NET:33#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557207048;DISK:7175300.43;PPT:59.1;SQ:16.;NET:23#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557207068;DISK:7175296.43;PPT:58.5;SQ:16.;NET:33#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557207098;DISK:7175292.43;PPT:58.5;SQ:16.;NET:14#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557207126;NET:24#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557207149;DISK:7175276.43;PPT:59.1;SQ:15.;NET:44#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557207148;SQ:15.;NET:15#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557207198;DISK:7175264.43;PPT:58.;SQ:14.;NET:34#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557207227;NET:44#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557207249;DISK:7175236.43;PPT:59.1;SQ:16.;NET:35#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557207278;DISK:7175228.43;PPT:59.1;SQ:17.;NET:45#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557207300;DISK:7175216.43;PPT:59.6;SQ:15.;NET:25#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557207320;DISK:7175212.43;PPT:58.5;SQ:15.;NET:26#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557207341;DISK:7175204.43;PPT:58.5;SQ:15.;NET:45#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557207365;DISK:7175196.43;PPT:58.5;SQ:16.;NET:26#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557207364;SQ:16.;NET:46#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557207406;DISK:7175184.43;PPT:59.1;SQ:15.;NET:17#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557207434;DISK:7175176.43;PPT:60.1;SQ:17.;NET:27#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557207455;DISK:7175172.43;PPT:59.6;SQ:16.;NET:17#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557207483;DISK:7175164.43;PPT:58.5;SQ:17.;NET:27#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557207529;DISK:7175152.43;PPT:63.4;NET:7#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557207595;DISK:7175104.43;PPT:63.4;SQ:17.;NET:1#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557207622;DISK:7175092.43;PPT:61.8;SQ:15.;NET:2#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557207641;DISK:7175088.43;PPT:60.7;SQ:16.;NET:3#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557207669;DISK:7175080.43;PPT:60.1;SQ:13.;NET:4#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557207689;DISK:7175076.43;PPT:60.7;SQ:17.;NET:10#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557207717;DISK:7175068.43;PPT:60.7;SQ:14.;NET:20#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557207737;DISK:7175060.43;PPT:60.1;SQ:14.;NET:30#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557207766;DISK:7175056.43;PPT:60.1;SQ:16.;NET:40#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557207787;DISK:7175052.43;PPT:60.1;SQ:16.;NET:11#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557207815;DISK:7175040.43;PPT:60.1;SQ:16.;NET:21#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557207835;DISK:7175032.43;PPT:60.1;SQ:16.;NET:31#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557207864;DISK:7175024.43;PPT:59.6;SQ:14.;NET:41#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557207884;DISK:7175016.43;PPT:58.5;SQ:12.;NET:12#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557207912;DISK:7175008.43;PPT:59.1;SQ:15.;NET:22#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557207932;DISK:7175000.43;PPT:58.;SQ:16.;NET:32#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557207961;DISK:7174992.43;PPT:59.6;SQ:15.;NET:42#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557207981;DISK:7174988.43;PPT:59.6;SQ:14.;NET:13#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557208009;DISK:7174980.43;PPT:59.6;SQ:16.;NET:23#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557208029;DISK:7174972.43;PPT:58.5;SQ:16.;NET:33#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557208058;DISK:7174968.43;PPT:59.1;SQ:17.;NET:43#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557208079;DISK:7174960.43;PPT:58.;SQ:16.;NET:14#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557208107;DISK:7174956.43;PPT:59.1;SQ:15.;NET:24#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557208127;DISK:7174948.43;PPT:60.1;SQ:15.;NET:34#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557208156;DISK:7174940.43;PPT:59.1;SQ:14.;NET:44#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557208176;DISK:7174936.43;PPT:58.5;SQ:14.;NET:15#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557208204;DISK:7174928.43;PPT:59.1;SQ:16.;NET:25#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557208224;DISK:7174920.43;PPT:59.1;SQ:16.;NET:35#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557208253;DISK:7174916.43;PPT:58.;SQ:14.;NET:45#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557208274;DISK:7174908.43;PPT:59.1;SQ:14.;NET:16#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557208302;DISK:7174904.43;PPT:58.;SQ:15.;NET:26#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557208322;DISK:7174896.43;PPT:59.6;SQ:16.;NET:36#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557208351;DISK:7174888.43;PPT:59.1;SQ:16.;NET:46#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557208372;DISK:7174880.43;PPT:59.1;SQ:11.;NET:17#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557208399;DISK:7174876.43;PPT:59.6;SQ:15.;NET:27#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557208419;DISK:7174868.43;PPT:59.1;SQ:15.;NET:37#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557208448;DISK:7174864.43;PPT:60.1;SQ:16.;NET:47#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557208487;DISK:7174852.43;PPT:61.2;NET:7#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557208510;DISK:7174848.43;PPT:61.2;SQ:16.;NET:1#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557208537;DISK:7174836.43;PPT:59.6;SQ:14.;NET:2#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557208556;DISK:7174832.43;PPT:60.1;SQ:16.;NET:3#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557208584;DISK:7174828.43;PPT:58.5;SQ:17.;NET:4#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557208604;DISK:7174824.43;PPT:59.1;SQ:17.;NET:10#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557208632;DISK:7174812.43;PPT:59.6;SQ:16.;NET:20#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557208652;DISK:7174804.43;PPT:59.1;SQ:17.;NET:30#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557208681;DISK:7174792.43;PPT:59.1;SQ:17.;NET:40#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557208702;DISK:7174788.43;PPT:59.1;SQ:17.;NET:11#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557208730;DISK:7174784.43;PPT:59.1;SQ:17.;NET:21#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557208750;DISK:7174776.43;PPT:58.5;SQ:16.;NET:31#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557208779;DISK:7174772.43;PPT:58.;SQ:17.;NET:41#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557208800;DISK:7174764.43;PPT:58.5;SQ:17.;NET:12#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557208828;DISK:7174756.43;PPT:59.1;SQ:15.;NET:22#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557208849;DISK:7174748.43;PPT:59.1;SQ:16.;NET:1#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557208875;DISK:7174744.43;PPT:58.;SQ:16.;NET:32#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557208906;DISK:7174732.43;PPT:59.1;SQ:15.;NET:3#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557208935;DISK:7174728.43;PPT:59.1;SQ:14.;NET:4#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557208955;SQ:13.;NET:33#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557208985;DISK:7174712.43;PPT:60.1;SQ:17.;NET:43#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557209007;NET:14#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557209036;SQ:12.;NET:40#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557209058;NET:11#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557209087;SQ:17.;NET:44#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557209109;SQ:17.;NET:31#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557209139;DISK:7174660.43;PPT:59.1;SQ:16.;NET:15#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557209166;SQ:17.;NET:25#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557209188;DISK:7174648.43;PPT:58.5;SQ:16.;NET:22#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557209209;DISK:7174640.43;PPT:59.1;SQ:17.;NET:45#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557209233;NET:42#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557209255;NET:13#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557209284;DISK:7174616.43;PPT:58.;SQ:17.;NET:46#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557209305;NET:17#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557209335;DISK:7174600.43;PPT:59.1;SQ:16.;NET:27#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557209356;NET:37#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557209386;DISK:7174588.43;PPT:59.1;SQ:16.;NET:24#\n'
65:65:0.0:b'password#STA:TxTest;TM:1557209428;DISK:7173804.43;PPT:65.;NET:7#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557209431;DISK:7174564.43;PPT:63.9;NET:7#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557209452;DISK:7174560.43;PPT:62.3;SQ:17.;NET:1#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557209479;DISK:7174544.43;PPT:60.1;SQ:17.;NET:2#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557209497;DISK:7174536.43;PPT:61.2;SQ:14.;NET:3#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557209525;DISK:7174532.43;PPT:59.1;SQ:14.;NET:4#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557209573;DISK:7174520.43;PPT:60.1;SQ:16.;NET:20#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557209593;DISK:7174512.43;PPT:59.1;SQ:16.;NET:30#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557209622;DISK:7174508.43;PPT:59.1;SQ:17.;NET:40#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557209642;DISK:7174492.43;PPT:59.1;SQ:11.;NET:11#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557209671;DISK:7174488.43;PPT:60.1;SQ:15.;NET:21#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557209690;DISK:7174484.43;PPT:58.;SQ:16.;NET:31#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557209719;DISK:7174476.43;PPT:58.5;SQ:17.;NET:41#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557209740;DISK:7174472.43;PPT:58.5;SQ:16.;NET:12#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557209768;DISK:7174464.43;PPT:59.6;SQ:17.;NET:22#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557209788;DISK:7174456.43;PPT:59.6;SQ:14.;NET:32#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557209817;DISK:7174452.43;PPT:58.;SQ:16.;NET:42#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557209838;DISK:7174444.43;PPT:58.;SQ:17.;NET:13#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557209866;DISK:7174440.43;PPT:58.5;SQ:16.;NET:23#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557209886;DISK:7174436.43;PPT:59.1;SQ:17.;NET:33#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557209914;DISK:7174424.43;PPT:58.;SQ:17.;NET:43#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557209935;DISK:7174420.43;PPT:59.1;SQ:17.;NET:14#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557209962;DISK:7174408.43;PPT:59.6;SQ:18.;NET:24#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557209982;DISK:7174400.43;PPT:59.6;SQ:17.;NET:34#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557210011;DISK:7174396.43;PPT:59.6;SQ:18.;NET:44#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557210032;DISK:7174392.43;PPT:58.;SQ:16.;NET:15#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557210060;DISK:7174384.43;PPT:58.5;SQ:13.;NET:25#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557210080;DISK:7174376.43;PPT:58.;SQ:13.;NET:35#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557210108;DISK:7174372.43;PPT:59.1;SQ:17.;NET:45#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557210129;DISK:7174364.43;PPT:59.1;SQ:14.;NET:16#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557210157;DISK:7174356.43;PPT:58.5;SQ:17.;NET:26#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557210177;DISK:7174352.43;PPT:58.;SQ:16.;NET:36#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557210206;DISK:7174344.43;PPT:58.;SQ:17.;NET:46#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557210227;DISK:7174336.43;PPT:58.;SQ:18.;NET:17#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557210255;DISK:7174328.43;PPT:59.1;SQ:16.;NET:27#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557210275;DISK:7174324.43;PPT:58.5;SQ:16.;NET:37#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557210304;DISK:7174320.43;PPT:59.1;SQ:17.;NET:47#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557210344;DISK:7174300.43;PPT:60.1;NET:7#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557210367;DISK:7174300.43;PPT:60.7;SQ:17.;NET:1#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557210394;DISK:7174292.43;PPT:60.1;SQ:14.;NET:2#\n'
72:72:0.0:b'password#STA:TxTest;TM:1557210412;DISK:7174288.43;PPT:58.;SQ:16.;NET:3#\n'
72:72:0.0:b'password#STA:TxTest;TM:1557210440;DISK:7174280.43;PPT:58.;SQ:16.;NET:4#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557210460;DISK:7174272.43;PPT:58.5;SQ:16.;NET:10#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557210488;DISK:7174264.43;PPT:59.1;SQ:18.;NET:20#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557210508;DISK:7174252.43;PPT:59.1;SQ:17.;NET:30#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557210537;DISK:7174244.43;PPT:58.;SQ:15.;NET:40#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557210558;DISK:7174240.43;PPT:58.;SQ:15.;NET:11#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557210586;DISK:7174232.43;PPT:59.6;SQ:16.;NET:21#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557210606;DISK:7174228.43;PPT:59.1;SQ:17.;NET:31#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557210634;DISK:7174224.43;PPT:59.1;SQ:16.;NET:41#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557210655;DISK:7174212.43;PPT:58.5;SQ:16.;NET:12#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557210683;DISK:7174200.43;PPT:59.1;SQ:15.;NET:22#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557210703;DISK:7174196.43;PPT:58.5;SQ:17.;NET:32#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557210732;DISK:7174188.43;PPT:58.;SQ:15.;NET:42#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557210753;DISK:7174184.43;PPT:58.;SQ:15.;NET:13#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557210781;DISK:7174180.43;PPT:59.1;SQ:16.;NET:23#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557210801;DISK:7174172.43;PPT:58.;SQ:12.;NET:33#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557210830;DISK:7174168.43;PPT:59.6;SQ:15.;NET:43#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557210850;DISK:7174160.43;PPT:59.1;SQ:15.;NET:14#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557210877;DISK:7174152.43;PPT:58.5;SQ:17.;NET:24#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557210897;DISK:7174148.43;PPT:59.1;SQ:18.;NET:34#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557210926;DISK:7174140.43;PPT:59.1;SQ:17.;NET:44#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557210947;DISK:7174136.43;PPT:59.1;SQ:17.;NET:15#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557210975;DISK:7174132.43;PPT:59.1;SQ:16.;NET:25#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557210995;DISK:7174124.43;PPT:58.5;SQ:16.;NET:35#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557211024;DISK:7174112.43;PPT:58.5;SQ:17.;NET:45#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557211045;DISK:7174108.43;PPT:59.1;SQ:16.;NET:16#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557211073;DISK:7174100.43;PPT:58.;SQ:17.;NET:26#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557211093;DISK:7174096.43;PPT:59.1;SQ:17.;NET:36#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557211121;DISK:7174092.43;PPT:60.1;SQ:15.;NET:46#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557211142;DISK:7174084.43;PPT:58.5;SQ:15.;NET:17#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557211170;DISK:7174076.43;PPT:58.5;SQ:17.;NET:27#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557211190;DISK:7174072.43;PPT:58.5;SQ:15.;NET:37#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557211219;DISK:7174056.43;PPT:58.;SQ:14.;NET:47#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557211258;DISK:7174044.43;PPT:60.1;NET:7#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557211281;DISK:7174040.43;PPT:60.1;SQ:16.;NET:1#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557211308;DISK:7174028.43;PPT:59.1;SQ:16.;NET:2#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557211327;DISK:7174024.43;PPT:59.6;SQ:16.;NET:3#\n'
72:72:0.0:b'password#STA:TxTest;TM:1557211355;DISK:7174020.43;PPT:58.;SQ:16.;NET:4#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557211375;DISK:7174012.43;PPT:58.5;SQ:17.;NET:10#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557211403;DISK:7174004.43;PPT:58.5;SQ:16.;NET:20#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557211423;DISK:7174000.43;PPT:58.;SQ:16.;NET:30#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557211452;DISK:7173992.43;PPT:59.1;SQ:16.;NET:40#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557211473;DISK:7173984.43;PPT:59.6;SQ:17.;NET:11#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557211500;DISK:7173980.43;PPT:59.1;SQ:17.;NET:21#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557211520;DISK:7173976.43;PPT:59.1;SQ:16.;NET:31#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557211549;DISK:7173968.43;PPT:59.1;SQ:16.;NET:41#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557211569;DISK:7173964.43;PPT:59.6;SQ:16.;NET:12#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557211597;DISK:7173948.43;PPT:59.1;SQ:16.;NET:22#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557211617;DISK:7173944.43;PPT:59.1;SQ:16.;NET:32#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557211646;DISK:7173936.43;PPT:58.;SQ:16.;NET:42#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557211666;DISK:7173928.43;PPT:57.5;SQ:15.;NET:13#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557211694;DISK:7173924.43;PPT:59.1;SQ:17.;NET:23#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557211714;DISK:7173920.43;PPT:58.5;SQ:17.;NET:33#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557211743;DISK:7173912.43;PPT:59.1;SQ:16.;NET:43#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557211764;DISK:7173904.43;PPT:59.1;SQ:16.;NET:14#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557211792;DISK:7173900.43;PPT:58.;SQ:15.;NET:24#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557211812;DISK:7173892.43;PPT:57.5;SQ:16.;NET:34#\n'
